feature,importance
location_grid_13_0_77_676,0.0
location_grid_13_0_77_552,0.0
location_grid_13_0_77_584,0.0
location_grid_13_0_77_6,0.0
location_grid_13_0_77_611,0.0
location_grid_13_0_77_62,0.0
location_grid_13_0_77_663,0.0
location_grid_13_0_77_674,0.0
location_grid_13_0_77_675,0.0
location_grid_13_0_77_677,0.0
location_grid_13_101_77_6,0.0
location_grid_13_0_77_682,0.0
location_grid_13_0_77_686,0.0
location_grid_13_0_77_687,0.0
location_grid_13_0_77_758,0.0
location_grid_13_101_77_582,0.0
location_grid_13_101_77_583,0.0
location_grid_13_101_77_584,0.0
location_grid_13_101_77_587,0.0
location_grid_13_117_77_578,0.0
location_grid_13_118_77_609,0.0
location_grid_13_182_77_694,0.0
location_grid_13_146_77_618,0.0
location_grid_13_133_77_696,0.0
location_grid_13_134_77_617,0.0
location_grid_13_135_77_617,0.0
location_grid_13_136_77_617,0.0
location_grid_13_141_77_618,0.0
location_grid_13_142_77_617,0.0
location_grid_13_143_77_618,0.0
location_grid_13_144_77_532,0.0
location_grid_13_148_77_619,0.0
location_grid_13_12_77_668,0.0
location_grid_13_14_77_618,0.0
location_grid_13_151_77_62,0.0
location_grid_13_161_77_596,0.0
location_grid_13_161_77_627,0.0
location_grid_13_162_77_627,0.0
location_grid_13_164_77_631,0.0
location_grid_13_176_77_636,0.0
location_grid_13_177_77_636,0.0
location_grid_13_131_77_615,0.0
location_grid_13_12_77_577,0.0
location_grid_13_119_77_577,0.0
location_grid_13_123_77_611,0.0
location_grid_13_11_77_58,0.0
location_grid_13_11_77_603,0.0
location_grid_13_11_77_604,0.0
location_grid_13_121_77_576,0.0
location_grid_13_121_77_61,0.0
location_grid_13_121_77_618,0.0
location_grid_13_122_77_61,0.0
location_grid_13_122_77_611,0.0
location_grid_13_123_77_612,0.0
location_grid_13_129_77_614,0.0
location_grid_13_123_77_638,0.0
location_grid_13_124_77_613,0.0
location_grid_13_125_77_574,0.0
location_grid_13_125_77_612,0.0
location_grid_13_126_77_574,0.0
location_grid_13_126_77_611,0.0
location_grid_13_126_77_613,0.0
location_grid_13_128_77_614,0.0
location_grid_13_049_77_594,0.0
location_grid_13_039_77_589,0.0
location_grid_13_049_77_555,0.0
location_grid_13_049_77_549,0.0
